Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-10 09:30:00-04:00,386.29998779296875,386.29998779296875,386.1300048828125,386.2300109863281,386.2300109863281,15696
2023-10-10 09:31:00-04:00,386.19000244140625,386.9800109863281,386.19000244140625,386.260009765625,386.260009765625,6519
2023-10-10 09:32:00-04:00,386.3800048828125,386.9200134277344,386.2250061035156,386.2699890136719,386.2699890136719,9553
2023-10-10 09:33:00-04:00,386.489990234375,386.6358947753906,386.19000244140625,386.6358947753906,386.6358947753906,3666
2023-10-10 09:34:00-04:00,386.8699951171875,387.0400085449219,386.6199951171875,386.7699890136719,386.7699890136719,5926
2023-10-10 09:35:00-04:00,386.69000244140625,386.7300109863281,386.69000244140625,386.7300109863281,386.7300109863281,261
2023-10-10 09:36:00-04:00,386.68499755859375,386.70001220703125,386.3999938964844,386.510009765625,386.510009765625,2046
2023-10-10 09:37:00-04:00,386.4200134277344,387.25,386.364990234375,387.2300109863281,387.2300109863281,9157
2023-10-10 09:38:00-04:00,387.1300048828125,387.45001220703125,387.1300048828125,387.30499267578125,387.30499267578125,2862
2023-10-10 09:39:00-04:00,387.5,387.5,387.0199890136719,387.5,387.5,3688
2023-10-10 09:40:00-04:00,387.04998779296875,387.3900146484375,386.8399963378906,386.8399963378906,386.8399963378906,5367
2023-10-10 09:41:00-04:00,386.659912109375,387.32000732421875,386.1300048828125,386.9549865722656,386.9549865722656,4072
2023-10-10 09:43:00-04:00,386.7699890136719,387.0,386.502685546875,386.7325134277344,386.7325134277344,1811
2023-10-10 09:44:00-04:00,386.4800109863281,386.81500244140625,386.4800109863281,386.81500244140625,386.81500244140625,1359
2023-10-10 09:45:00-04:00,386.79998779296875,386.79998779296875,386.4800109863281,386.4800109863281,386.4800109863281,1242
2023-10-10 09:46:00-04:00,386.92999267578125,387.4700012207031,386.8999938964844,387.4700012207031,387.4700012207031,2168
2023-10-10 09:48:00-04:00,387.17999267578125,387.17999267578125,387.17999267578125,387.17999267578125,387.17999267578125,432
2023-10-10 09:49:00-04:00,387.20001220703125,387.2300109863281,387.0,387.2300109863281,387.2300109863281,1012
2023-10-10 09:50:00-04:00,387.3900146484375,387.4100036621094,387.25299072265625,387.25299072265625,387.25299072265625,1168
2023-10-10 09:51:00-04:00,387.1300048828125,387.3699951171875,386.9700012207031,386.9700012207031,386.9700012207031,3064
2023-10-10 09:52:00-04:00,386.82000732421875,386.9411926269531,386.489990234375,386.5799865722656,386.5799865722656,1723
2023-10-10 09:53:00-04:00,386.239990234375,386.239990234375,386.239990234375,386.239990234375,386.239990234375,586
2023-10-10 09:54:00-04:00,386.5400085449219,386.5450134277344,386.5400085449219,386.5450134277344,386.5450134277344,771
2023-10-10 09:55:00-04:00,386.57501220703125,386.67498779296875,386.239990234375,386.375,386.375,3255
2023-10-10 09:56:00-04:00,386.29998779296875,386.70001220703125,386.29998779296875,386.70001220703125,386.70001220703125,1120
2023-10-10 09:57:00-04:00,386.32501220703125,386.45001220703125,386.2950134277344,386.32501220703125,386.32501220703125,1249
2023-10-10 09:58:00-04:00,386.1549987792969,386.42999267578125,386.1549987792969,386.29998779296875,386.29998779296875,1272
2023-10-10 09:59:00-04:00,386.2200012207031,386.9100036621094,386.2200012207031,386.9100036621094,386.9100036621094,3573
2023-10-10 10:00:00-04:00,386.7799987792969,386.875,386.42999267578125,386.42999267578125,386.42999267578125,3417
2023-10-10 10:01:00-04:00,386.3999938964844,386.67999267578125,386.2950134277344,386.2950134277344,386.2950134277344,3792
2023-10-10 10:02:00-04:00,386.489990234375,386.489990234375,386.3800048828125,386.4100036621094,386.4100036621094,1374
2023-10-10 10:03:00-04:00,386.2699890136719,386.5799865722656,386.2699890136719,386.5050048828125,386.5050048828125,1332
2023-10-10 10:04:00-04:00,386.3999938964844,386.3999938964844,386.25,386.2850036621094,386.2850036621094,4265
2023-10-10 10:05:00-04:00,386.4200134277344,387.4700012207031,386.4200134277344,387.4599914550781,387.4599914550781,9951
2023-10-10 10:06:00-04:00,387.4599914550781,387.7900085449219,387.1050109863281,387.2799987792969,387.2799987792969,4634
2023-10-10 10:07:00-04:00,387.5400085449219,387.6099853515625,387.5299987792969,387.5299987792969,387.5299987792969,2571
2023-10-10 10:08:00-04:00,387.6000061035156,387.6199951171875,387.6000061035156,387.6199951171875,387.6199951171875,1005
2023-10-10 10:09:00-04:00,387.7793884277344,387.7793884277344,387.3800048828125,387.5950012207031,387.5950012207031,827
2023-10-10 10:10:00-04:00,387.5799865722656,387.5799865722656,387.3699951171875,387.3699951171875,387.3699951171875,786
2023-10-10 10:11:00-04:00,387.2200012207031,387.5299987792969,387.2200012207031,387.375,387.375,1172
2023-10-10 10:12:00-04:00,387.5198974609375,387.7025146484375,387.364990234375,387.7025146484375,387.7025146484375,1928
2023-10-10 10:13:00-04:00,387.7149963378906,387.7149963378906,387.55999755859375,387.55999755859375,387.55999755859375,604
2023-10-10 10:14:00-04:00,387.70001220703125,387.70001220703125,387.70001220703125,387.70001220703125,387.70001220703125,649
2023-10-10 10:15:00-04:00,387.8550109863281,387.8550109863281,387.8424987792969,387.8450012207031,387.8450012207031,942
2023-10-10 10:16:00-04:00,387.760009765625,387.8450012207031,387.67999267578125,387.67999267578125,387.67999267578125,3071
2023-10-10 10:17:00-04:00,387.8599853515625,387.9200134277344,387.8599853515625,387.9200134277344,387.9200134277344,975
2023-10-10 10:18:00-04:00,387.6400146484375,387.9800109863281,387.6400146484375,387.7994079589844,387.7994079589844,3483
2023-10-10 10:19:00-04:00,387.8800048828125,388.04998779296875,387.80499267578125,387.8900146484375,387.8900146484375,7247
2023-10-10 10:20:00-04:00,387.7699890136719,387.8900146484375,387.75,387.75,387.75,1419
2023-10-10 10:21:00-04:00,387.989990234375,388.07000732421875,387.94000244140625,388.010009765625,388.010009765625,1879
2023-10-10 10:22:00-04:00,387.989990234375,388.4800109863281,387.989990234375,388.2799987792969,388.2799987792969,12410
2023-10-10 10:23:00-04:00,388.1300048828125,388.17498779296875,387.8999938964844,387.9200134277344,387.9200134277344,2811
2023-10-10 10:24:00-04:00,387.8500061035156,387.8500061035156,387.8500061035156,387.8500061035156,387.8500061035156,349
2023-10-10 10:25:00-04:00,387.9549865722656,387.9549865722656,387.8147888183594,387.8147888183594,387.8147888183594,766
2023-10-10 10:26:00-04:00,387.9100036621094,387.9100036621094,387.9100036621094,387.9100036621094,387.9100036621094,507
2023-10-10 10:27:00-04:00,387.9700012207031,388.09698486328125,387.79998779296875,388.09698486328125,388.09698486328125,1875
2023-10-10 10:28:00-04:00,387.95001220703125,388.2699890136719,387.94500732421875,388.0899963378906,388.0899963378906,2481
2023-10-10 10:29:00-04:00,388.1199951171875,388.2300109863281,388.0199890136719,388.1400146484375,388.1400146484375,4010
2023-10-10 10:30:00-04:00,388.1499938964844,388.1499938964844,388.0299987792969,388.1400146484375,388.1400146484375,1233
2023-10-10 10:31:00-04:00,388.0299987792969,388.4100036621094,388.0299987792969,388.20001220703125,388.20001220703125,3345
2023-10-10 10:32:00-04:00,388.1600036621094,388.2900085449219,388.1600036621094,388.2900085449219,388.2900085449219,577
2023-10-10 10:33:00-04:00,388.2900085449219,388.3399963378906,388.2225036621094,388.3399963378906,388.3399963378906,5502
2023-10-10 10:34:00-04:00,388.2900085449219,388.32391357421875,388.1499938964844,388.32391357421875,388.32391357421875,1314
2023-10-10 10:35:00-04:00,388.2799987792969,388.2799987792969,387.9599914550781,387.9599914550781,387.9599914550781,5801
2023-10-10 10:36:00-04:00,387.8500061035156,387.8500061035156,387.739990234375,387.82000732421875,387.82000732421875,1201
2023-10-10 10:37:00-04:00,387.82000732421875,387.82000732421875,387.70001220703125,387.79998779296875,387.79998779296875,1898
2023-10-10 10:38:00-04:00,387.70001220703125,388.010009765625,387.70001220703125,388.010009765625,388.010009765625,3428
2023-10-10 10:39:00-04:00,387.99749755859375,388.0799865722656,387.99749755859375,388.0799865722656,388.0799865722656,469
2023-10-10 10:40:00-04:00,387.94000244140625,388.0400085449219,387.8599853515625,387.9949951171875,387.9949951171875,1590
2023-10-10 10:41:00-04:00,387.9656982421875,388.0763854980469,387.8500061035156,387.8500061035156,387.8500061035156,2190
2023-10-10 10:42:00-04:00,387.7099914550781,387.8399963378906,387.70001220703125,387.70001220703125,387.70001220703125,1561
2023-10-10 10:43:00-04:00,387.6499938964844,387.6864929199219,387.4100036621094,387.4100036621094,387.4100036621094,2364
2023-10-10 10:44:00-04:00,387.1700134277344,387.1700134277344,387.1700134277344,387.1700134277344,387.1700134277344,350
2023-10-10 10:45:00-04:00,387.2699890136719,387.32000732421875,387.1400146484375,387.1400146484375,387.1400146484375,1236
2023-10-10 10:46:00-04:00,387.0849914550781,387.1300048828125,387.05999755859375,387.1300048828125,387.1300048828125,1112
2023-10-10 10:47:00-04:00,387.0799865722656,387.0799865722656,387.0799865722656,387.0799865722656,387.0799865722656,230
2023-10-10 10:48:00-04:00,386.9200134277344,386.93499755859375,386.9200134277344,386.93499755859375,386.93499755859375,2923
2023-10-10 10:49:00-04:00,386.70001220703125,386.70001220703125,386.70001220703125,386.70001220703125,386.70001220703125,440
2023-10-10 10:50:00-04:00,386.92999267578125,386.92999267578125,386.864990234375,386.864990234375,386.864990234375,1229
2023-10-10 10:51:00-04:00,387.0299987792969,387.0299987792969,387.0299987792969,387.0299987792969,387.0299987792969,800
2023-10-10 10:52:00-04:00,387.0950012207031,387.0950012207031,387.0950012207031,387.0950012207031,387.0950012207031,1090
2023-10-10 10:53:00-04:00,387.04998779296875,387.04998779296875,387.04998779296875,387.04998779296875,387.04998779296875,124
2023-10-10 10:54:00-04:00,387.1099853515625,387.1099853515625,387.1099853515625,387.1099853515625,387.1099853515625,3161
2023-10-10 10:55:00-04:00,386.8900146484375,387.0249938964844,386.82000732421875,386.94500732421875,386.94500732421875,2713
2023-10-10 10:56:00-04:00,387.0799865722656,387.260009765625,387.0450134277344,387.0899963378906,387.0899963378906,3102
2023-10-10 10:57:00-04:00,387.0450134277344,387.2699890136719,387.0400085449219,387.19500732421875,387.19500732421875,1749
2023-10-10 10:58:00-04:00,387.19500732421875,387.19500732421875,387.19500732421875,387.19500732421875,387.19500732421875,399
2023-10-10 10:59:00-04:00,387.260009765625,387.260009765625,387.1199951171875,387.1600036621094,387.1600036621094,8117
2023-10-10 11:00:00-04:00,387.12750244140625,387.3599853515625,387.12750244140625,387.2250061035156,387.2250061035156,3721
2023-10-10 11:01:00-04:00,387.29998779296875,387.5899963378906,387.29998779296875,387.5899963378906,387.5899963378906,1877
2023-10-10 11:02:00-04:00,387.6081848144531,387.6081848144531,387.6081848144531,387.6081848144531,387.6081848144531,362
2023-10-10 11:03:00-04:00,387.6600036621094,387.80279541015625,387.4599914550781,387.80279541015625,387.80279541015625,1007
2023-10-10 11:04:00-04:00,387.80499267578125,387.9100036621094,387.7909851074219,387.7909851074219,387.7909851074219,983
2023-10-10 11:05:00-04:00,387.8125,387.989990234375,387.80499267578125,387.8349914550781,387.8349914550781,801
2023-10-10 11:06:00-04:00,387.9599914550781,388.1400146484375,387.9599914550781,388.06439208984375,388.06439208984375,4709
2023-10-10 11:07:00-04:00,388.1300048828125,388.29998779296875,388.1000061035156,388.2950134277344,388.2950134277344,2674
2023-10-10 11:08:00-04:00,388.6000061035156,388.67498779296875,388.5799865722656,388.5899963378906,388.5899963378906,1655
2023-10-10 11:09:00-04:00,388.6650085449219,388.7325134277344,388.5400085449219,388.5400085449219,388.5400085449219,7194
2023-10-10 11:10:00-04:00,388.57501220703125,388.57501220703125,388.5400085449219,388.57501220703125,388.57501220703125,1154
2023-10-10 11:11:00-04:00,388.739990234375,388.739990234375,388.739990234375,388.739990234375,388.739990234375,874
2023-10-10 11:12:00-04:00,388.67999267578125,388.79998779296875,388.67999267578125,388.7650146484375,388.7650146484375,2398
2023-10-10 11:13:00-04:00,388.8800048828125,388.8800048828125,388.8399963378906,388.8800048828125,388.8800048828125,946
2023-10-10 11:14:00-04:00,388.7749938964844,388.7749938964844,388.7709045410156,388.7709045410156,388.7709045410156,1230
2023-10-10 11:15:00-04:00,389.010009765625,389.29998779296875,389.010009765625,389.29998779296875,389.29998779296875,4201
2023-10-10 11:16:00-04:00,388.8900146484375,389.29998779296875,388.8900146484375,389.29998779296875,389.29998779296875,1237
2023-10-10 11:17:00-04:00,389.32501220703125,389.44000244140625,389.1600036621094,389.44000244140625,389.44000244140625,2385
2023-10-10 11:18:00-04:00,389.29998779296875,389.3500061035156,389.0000915527344,389.0000915527344,389.0000915527344,2775
2023-10-10 11:20:00-04:00,389.20001220703125,389.20001220703125,388.9800109863281,388.9800109863281,388.9800109863281,1172
2023-10-10 11:21:00-04:00,388.9800109863281,389.17999267578125,388.739990234375,389.17999267578125,389.17999267578125,570
2023-10-10 11:22:00-04:00,389.2099914550781,389.3599853515625,389.2099914550781,389.3399963378906,389.3399963378906,937
2023-10-10 11:23:00-04:00,389.42999267578125,389.42999267578125,389.2099914550781,389.3500061035156,389.3500061035156,2916
2023-10-10 11:24:00-04:00,389.2900085449219,389.2900085449219,389.0400085449219,389.2261047363281,389.2261047363281,3884
2023-10-10 11:25:00-04:00,389.1300048828125,389.2300109863281,388.8349914550781,389.05999755859375,389.05999755859375,6622
2023-10-10 11:26:00-04:00,389.1499938964844,389.1499938964844,389.1499938964844,389.1499938964844,389.1499938964844,209
2023-10-10 11:27:00-04:00,389.1549987792969,389.1549987792969,389.05999755859375,389.0899963378906,389.0899963378906,2325
2023-10-10 11:28:00-04:00,389.1700134277344,389.1700134277344,389.0799865722656,389.0799865722656,389.0799865722656,1197
2023-10-10 11:29:00-04:00,389.17999267578125,389.3399963378906,389.17999267578125,389.3299865722656,389.3299865722656,1563
2023-10-10 11:30:00-04:00,389.3299865722656,389.5,389.32501220703125,389.5,389.5,5205
2023-10-10 11:31:00-04:00,389.3301086425781,389.4599914550781,389.3299865722656,389.45001220703125,389.45001220703125,3226
2023-10-10 11:32:00-04:00,389.45001220703125,389.4649963378906,389.3500061035156,389.38751220703125,389.38751220703125,2154
